title,release_year,author,genre,publisher,synopsis
Man Trouble,2012,Magdalen Torres,Crime,Lehner-Hermiston,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Desperado,1997,Stanleigh Rosten,Drama,Aufderhar LLC,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Man at Bath (Homme au bain),2006,Phaidra Shovelbottom,War,Rowe and Lehner,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Jersey Girl,2010,Sterne Lordon,Drama,Williamson-Kirlin,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Head Over Heels,1994,Tessi Winters,Drama,Hoppe Group,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
"Turtle's Tale: Sammy's Adventures, A",2006,Quentin Reschke,Sci-Fi,Robel-Boehm,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Wanderers,1992,Deerdre Doddridge,Comedy,Collier and O'Hara,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
Set Me Free (Emporte-moi),1972,Sibelle Flooks,Fantasy,Boyer and Littel,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
For Sale (À Vendre),2011,Madel Skellorne,Romance,Goyette and Koss,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
"Soloist, The",2004,Dodi Risbridge,Detective,Larson and Cartwright,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Armless,1997,Casey Lamberti,Crime,Johnson-Wiza,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Retribution (Sakebi),1987,Kathryn Boulder,Documentary,Boyer and Littel,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
True Confessions,2009,Randy Baggarley,Mystery,Schiller-Hartmann,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Lightspeed,2011,Jilleen Caen,Horror,Ullrich LLC,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Total Recall,1999,Nadine Finby,Drama,Moore Inc,Fusce consequat. Nulla nisl. Nunc nisl.
Secretary,1995,Caria Pennock,Romance,Schiller-Hartmann,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Dying Young,2009,Noland Nuton,Crime,Boyle and Gerhold,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Bruce Almighty,2002,Mirabella Breckwell,Crime,Beatty-Beatty,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Cries and Whispers (Viskningar och rop),2011,Odelle Menear,Crime,Collins and Sons,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Are We There Yet?,2010,Tarah Hoyes,Horror,Rolfson-Ebert,Fusce consequat. Nulla nisl. Nunc nisl.
50 First Dates,2004,Valerie Robet,Documentary,Bode LLC,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
Peter Pan,1992,Rodi Tineman,Romance,DuBuque-Mosciski,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Alatriste,2009,Louella Avrahamoff,Detective,Barton Inc,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Party Monster,2011,Artemus Scallon,Horror,Robel-Boehm,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Convent, The (O Convento)",1986,Regen Cathrall,Romance,Stoltenberg Group,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
"Way, The",2011,Aleksandr Rockell,Mystery,Hoppe Group,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",2006,Patrizius Truelove,Action,Lehner-Hermiston,In congue. Etiam justo. Etiam pretium iaculis justo.
"Small Town, The (a.k.a. The Town) (Kasaba)",1992,Archer Sinclar,War,Rolfson-Ebert,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
28 Up,2012,Logan Riggs,War,Rowe and Lehner,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Space Station 76,1975,Michele Wigsell,Romance,Simonis and Wehner,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
If....,2006,Thorstein Rawlingson,Mystery,Moore and Volkman,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Shadrach,2012,Atlanta Bonnesen,Detective,Beatty-Beatty,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
Rock the Boat,1995,Wat Withrop,Mystery,Aufderhar LLC,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
Boys (Drenge),1992,Karna Barbary,Detective,Barton Inc,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
Don,2012,Leigha Goane,Mystery,Boyle and Gerhold,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
"Marriage Circle, The",2004,Sarita Tonks,Crime,Bosco and Kassulke,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Solomon Northup's Odyssey,2009,Westley Konzel,Thriller,Schaefer-Schaefer,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Bronies: The Extremely Unexpected Adult Fans of My Little Pony,2004,Jaye Lindermann,Thriller,Rolfson-Ebert,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
Drum,2012,Anya Silbermann,Horror,Hoppe Group,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
"Egg and I, The",2002,Lennie Prangley,War,Orn-Denesik,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Kickboxer 2: The Road Back,2011,Shellysheldon Burwin,Sci-Fi,Huel and Doyle,Fusce consequat. Nulla nisl. Nunc nisl.
"Paleface, The",2012,Betteanne Birchenhead,Sci-Fi,Stoltenberg Group,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Family Business,2006,Remus Giovannacci,War,Collier and O'Hara,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
"Me, Myself and Mum (Les garçons et Guillaume, à table!)",1994,Artemis Theseira,Fantasy,Kuhn Group,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Goal II: Living the Dream,2007,Dulci Murrock,Detective,Kris-Stehr,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Gardens of the Night,2010,Ileana Exelby,Romance,Larson and Cartwright,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Sidewalks of London (St. Martin's Lane),2010,Penn Heake,Sci-Fi,Greenfelder-Koss,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Queen of the Mountains,1986,Martyn Kail,War,Simonis and Wehner,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Pursuit of Happiness,1992,Adriaens Skeel,Crime,Orn-Denesik,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Blink,2013,Benson Van der Spohr,Mystery,Hilpert Inc,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Zapped!,2009,Mata Medway,Comedy,Barton Group,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Show Boat,2012,Emalee Bester,Mystery,Lang Inc,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
That Obscure Object of Desire (Cet obscur objet du désir),1994,Adah Battrick,Comedy,Barton Inc,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Mala Noche,2002,Anthe Gellert,Drama,Collier and O'Hara,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Skin Game,2010,Carroll Luetkemeyers,Action,Funk and Parker,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Meet Monica Velour,2012,Fabe Fairburne,Crime,Hoppe and Bins,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Friends at the Margherita Cafe, The (Gli amici del bar Margherita)",2006,Shanta Whiterod,Documentary,Zboncak-Feil,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Beer,2008,Blinnie Medcalfe,War,Simonis and Wehner,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",2010,Ellswerth Balasini,Sci-Fi,Goyette and Koss,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
"3 Worlds of Gulliver, The",2002,Casey Lamberti,Horror,Williamson-Kirlin,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
"Inn of the Sixth Happiness, The",2010,Shanta Whiterod,Sci-Fi,Greenfelder-Batz,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Mutiny on the Bounty,2012,Tarah Hoyes,Crime,Williamson-Kirlin,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Glorious 39,1995,Nydia Neate,Documentary,Boyer and Littel,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
Joffrey: Mavericks of American Dance,2011,Robinett Lilleycrop,Romance,Funk and Parker,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
City of Pirates (La ville des pirates) ,1984,Reggie Kalkofer,Comedy,Rowe and Lehner,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
"Pope's Toilet, The (El bano del Papa)",1985,Marcella Benwell,Comedy,Collins and Sons,Phasellus in felis. Donec semper sapien a libero. Nam dui.
Numbskull Emptybrook (Uuno Turhapuro),2007,Ranique McEntagart,Drama,Rowe and Lehner,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Spare Bed-Room,2008,Lila Norvell,Documentary,DuBuque-Mosciski,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Holidays by the Sea (Ni à vendre ni à louer),2009,Thorstein Rawlingson,War,Boyer and Littel,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Tap,1999,Martelle Ridoutt,Detective,Hodkiewicz-Greenfelder,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Mr. Skeffington,2008,Whitby Floyed,Mystery,Boyle and Gerhold,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
America the Beautiful 2: The Thin Commandments ,1967,Isis Macconachy,Thriller,Rolfson-Ebert,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
"Tough Ones, The (Häjyt)",2005,Tessi Winters,Detective,Connelly and Dare,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Prisoner of the Mountains (Kavkazsky plennik),1994,Leone Jaine,Drama,Klocko and Wyman,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
"Twilight Saga: Breaking Dawn - Part 2, The",2004,Gordan MacComiskey,Romance,Zboncak-Feil,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
Saw III,1999,Lyndsie Brattan,Detective,Aufderhar LLC,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
"Stand, The",2009,Kaleena Kahler,Fantasy,Collier and O'Hara,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
"Wild Bunch, The",2009,Abel Peerman,Crime,Reichert-Stamm,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Semi-Tough,2006,Harvey Hunstone,Action,Bosco and Kassulke,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
"Last Boy Scout, The",2003,Leigha Goane,Mystery,Schiller-Hartmann,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
"Pit and the Pendulum, The",2000,Casey Lamberti,Comedy,Beatty-Beatty,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
"Mighty Macs, The",2000,Padgett Mullaly,Mystery,Hoppe Group,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
Honey (Miele),2011,Inness Ham,Detective,Collins and Sons,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
Otaku,2003,Micah Fearney,Detective,Lehner-Hermiston,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Patty Hearst,2006,Alina Bezley,Horror,Moore and Volkman,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
American Revolutionary: The Evolution of Grace Lee Boggs,2005,Manuel Bricknell,Drama,Hodkiewicz-Greenfelder,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Spun,2011,Inness Ham,Drama,Aufderhar LLC,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
My New Gun,2011,Mirna Elliman,Horror,Reichert-Stamm,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
American Heist,1996,Tandy Cohalan,Sci-Fi,Robel-Boehm,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Dying of the Light,1993,Jacquenette Dounbare,Thriller,Connelly and Dare,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Rush,2004,Mira Ironside,Mystery,Aufderhar LLC,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
"Daytrippers, The",1998,Maris Daines,Crime,Funk and Parker,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
Sabretooth,1992,Ricky Beevis,Fantasy,Robel-Boehm,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
"Lost, Lost, Lost ",1971,Ronny Harrill,War,Kris-Stehr,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
"Misérables in Concert, Les",1995,Moyna Lilywhite,Crime,Barton Inc,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
"Man There Was, A (Terje Vigen)",2011,Shay Pappi,War,Stoltenberg Group,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
